c_custkey,c_name,c_address,c_city,c_nation,c_region,c_phone,c_mktsegment
4378,Customer#000004378,opB0E45lzs1oAP1,MOZAMBIQU7,MOZAMBIQUE,AFRICA,26-949-517-4158,AUTOMOBILE
4379,Customer#000004379,vX0iET8fRU7 ,KENYA    0,KENYA,AFRICA,24-476-250-1524,AUTOMOBILE
4380,Customer#000004380,"Nn1Ak,Teb6nToO",UNITED KI3,UNITED KINGDOM,EUROPE,33-427-226-1762,AUTOMOBILE
4381,Customer#000004381,MIQXH5W6Zsup5cVY,BRAZIL   8,BRAZIL,AMERICA,12-918-635-1945,HOUSEHOLD
4382,Customer#000004382,rmEhigQ,KENYA    9,KENYA,AFRICA,24-878-169-1720,HOUSEHOLD
4383,Customer#000004383,RAlY9Ev7Ma4u6C,CANADA   0,CANADA,AMERICA,13-252-987-4440,FURNITURE
4384,Customer#000004384,kXBTC1VEV2Ay2jUpra0S,ETHIOPIA 4,ETHIOPIA,AFRICA,15-195-475-5447,AUTOMOBILE
4385,Customer#000004385,RtVJ5ZuQWytOoq,ARGENTINA1,ARGENTINA,AMERICA,11-769-203-3711,AUTOMOBILE
4386,Customer#000004386, U0fXPrgQadeVJCKcGWfD,IRAQ     9,IRAQ,MIDDLE EAST,21-870-913-5289,AUTOMOBILE
4387,Customer#000004387,V68GvkFeuRft,UNITED KI8,UNITED KINGDOM,EUROPE,33-240-263-5035,HOUSEHOLD
4388,Customer#000004388,7Ti2GzeeG,JORDAN   3,JORDAN,MIDDLE EAST,23-668-780-3374,HOUSEHOLD
4389,Customer#000004389,jcPJqq8acXDy,MOROCCO  5,MOROCCO,AFRICA,25-261-552-1013,FURNITURE
4390,Customer#000004390,"Elax,B7Y",ARGENTINA3,ARGENTINA,AMERICA,11-695-109-5805,FURNITURE
4391,Customer#000004391,"5m,npqN1XFWxtUU",KENYA    2,KENYA,AFRICA,24-393-465-1778,AUTOMOBILE
4392,Customer#000004392,Lbv9VR as,IRAN     8,IRAN,MIDDLE EAST,20-328-440-7300,HOUSEHOLD
4393,Customer#000004393,JkzkX5Wp8U mIfeaA,PERU     9,PERU,AMERICA,27-703-601-6879,BUILDING
4394,Customer#000004394,YFcp 97Ce,SAUDI ARA4,SAUDI ARABIA,MIDDLE EAST,30-327-419-3936,MACHINERY
4395,Customer#000004395,osOcWov pvmrJYO1,IRAN     3,IRAN,MIDDLE EAST,20-685-195-3156,MACHINERY
4396,Customer#000004396,"4Pk,kOPRN144A",IRAN     3,IRAN,MIDDLE EAST,20-291-807-4201,HOUSEHOLD
4397,Customer#000004397,cLDYGPX9p7Ra1,PERU     4,PERU,AMERICA,27-784-464-1504,FURNITURE
4398,Customer#000004398,CXUY5kQtX3hvrZWICO 7,BRAZIL   4,BRAZIL,AMERICA,12-817-520-4249,BUILDING
4399,Customer#000004399,hPM xfxlm1dLcIgw,ROMANIA  4,ROMANIA,EUROPE,29-315-803-8714,AUTOMOBILE
4400,Customer#000004400,EJ5NK1OsZa8ypXlU,ROMANIA  4,ROMANIA,EUROPE,29-387-335-2465,AUTOMOBILE
4401,Customer#000004401,jC69NslWCPlrZexZGWG,CANADA   1,CANADA,AMERICA,13-477-999-5938,AUTOMOBILE
4402,Customer#000004402,SCyj6LHjEQjve,MOROCCO  8,MOROCCO,AFRICA,25-322-762-4068,MACHINERY
4403,Customer#000004403,"LH6o,hOj7jTvZ",GERMANY  6,GERMANY,EUROPE,17-731-816-1968,BUILDING
4404,Customer#000004404,6TLxj1rtF7DRzkvX5xjg0M,IRAQ     2,IRAQ,MIDDLE EAST,21-744-129-3039,MACHINERY
4405,Customer#000004405,VgOmPLquLfTm543IlXqAw,GERMANY  9,GERMANY,EUROPE,17-158-957-4324,AUTOMOBILE
4406,Customer#000004406,",215AtVSl85FpeDTsXOtiO38",CANADA   3,CANADA,AMERICA,13-601-526-9853,HOUSEHOLD
4407,Customer#000004407,"606PbU,2ktSdpv",MOROCCO  4,MOROCCO,AFRICA,25-695-997-3372,BUILDING
4408,Customer#000004408,9TFTaPpY3DTT6NCKb3KnEn1I,ARGENTINA1,ARGENTINA,AMERICA,11-558-396-6185,MACHINERY
4409,Customer#000004409, VNdSe,ROMANIA  2,ROMANIA,EUROPE,29-349-936-1612,MACHINERY
4410,Customer#000004410,"DIPbo,kV,8a2v",JORDAN   2,JORDAN,MIDDLE EAST,23-417-890-2197,BUILDING
4411,Customer#000004411,pRDnnbf D0,SAUDI ARA8,SAUDI ARABIA,MIDDLE EAST,30-819-205-1473,FURNITURE
4412,Customer#000004412,fdhRnniIwHE,GERMANY  6,GERMANY,EUROPE,17-751-227-6734,MACHINERY
4413,Customer#000004413,LTk1NbK6kVlEfQQyWM,IRAQ     8,IRAQ,MIDDLE EAST,21-421-703-5712,FURNITURE
4414,Customer#000004414,4tCLQ2S49N5lh,MOROCCO  7,MOROCCO,AFRICA,25-925-740-4477,FURNITURE
4415,Customer#000004415,nmhlzO,INDONESIA0,INDONESIA,ASIA,19-549-292-8167,HOUSEHOLD
4416,Customer#000004416,W8 2qoOzwnRj9qC4uY2,VIETNAM  5,VIETNAM,ASIA,31-610-163-3225,BUILDING
4417,Customer#000004417,7woyPmYrgMM4eujO76,MOROCCO  3,MOROCCO,AFRICA,25-759-741-8850,AUTOMOBILE
4418,Customer#000004418,q9GM7OqOU5cj2Jewi,INDIA    2,INDIA,ASIA,18-312-932-5042,BUILDING
4419,Customer#000004419,"TAntgURrugykHAD,,4q2D11n",MOZAMBIQU9,MOZAMBIQUE,AFRICA,26-504-719-8942,AUTOMOBILE
4420,Customer#000004420,tkw88msrvMfZOvP94w9ePSx3,PERU     9,PERU,AMERICA,27-165-118-3358,MACHINERY
4421,Customer#000004421,syfUYmEwv,RUSSIA   3,RUSSIA,EUROPE,32-189-325-8118,AUTOMOBILE
4422,Customer#000004422,9HGaRCumn,BRAZIL   1,BRAZIL,AMERICA,12-709-272-6612,FURNITURE
4423,Customer#000004423,  3SUEwTaEs35Z,JORDAN   5,JORDAN,MIDDLE EAST,23-228-466-9088,AUTOMOBILE
4424,Customer#000004424,2hCBfe,FRANCE   7,FRANCE,EUROPE,16-998-696-7337,AUTOMOBILE
4425,Customer#000004425,"up,02qpU8i",EGYPT    6,EGYPT,MIDDLE EAST,14-539-314-7910,AUTOMOBILE
4426,Customer#000004426,AEjSMRpd9O,ETHIOPIA 6,ETHIOPIA,AFRICA,15-608-196-5305,HOUSEHOLD
4427,Customer#000004427,hcjnDan,PERU     1,PERU,AMERICA,27-203-192-9945,BUILDING
4428,Customer#000004428,oFHkSrUKss8vjB19Mi,ROMANIA  8,ROMANIA,EUROPE,29-970-164-5550,BUILDING
4429,Customer#000004429,y4PctDTiZf9MkhLxlR ln,MOZAMBIQU5,MOZAMBIQUE,AFRICA,26-731-645-6056,AUTOMOBILE
4430,Customer#000004430,ZeOuwJ1,IRAQ     7,IRAQ,MIDDLE EAST,21-444-110-3083,BUILDING
4431,Customer#000004431,24DDhpdWL3gGWcAo6ubC0p,INDONESIA0,INDONESIA,ASIA,19-642-615-3139,BUILDING
4432,Customer#000004432,S4Y5wm98FW6Jh1PGnz,FRANCE   1,FRANCE,EUROPE,16-340-146-5452,BUILDING
4433,Customer#000004433,6gIEH RwFXp qp0mAcgi,UNITED KI1,UNITED KINGDOM,EUROPE,33-854-240-2845,FURNITURE
4434,Customer#000004434,rGM5wi13UcJ,JORDAN   2,JORDAN,MIDDLE EAST,23-349-981-1172,MACHINERY
4435,Customer#000004435,iDWE95BhFyaNCNbiT ,PERU     7,PERU,AMERICA,27-762-506-5871,AUTOMOBILE
4436,Customer#000004436,"n5qbK7,TJsd2",ETHIOPIA 4,ETHIOPIA,AFRICA,15-784-758-4761,HOUSEHOLD
4437,Customer#000004437,pjMF tlsUrdK80a,RUSSIA   5,RUSSIA,EUROPE,32-949-221-7489,MACHINERY
4438,Customer#000004438,wwuvalc,VIETNAM  5,VIETNAM,ASIA,31-675-532-2948,HOUSEHOLD
4439,Customer#000004439,tWWyA0dYCUeMyUGBIHpk00,EGYPT    6,EGYPT,MIDDLE EAST,14-839-463-9755,AUTOMOBILE
4440,Customer#000004440,"uvQnFxpuwpst,ev9 cWpG",RUSSIA   9,RUSSIA,EUROPE,32-849-502-6515,BUILDING
4441,Customer#000004441,Gxu4sNstHrAaPET5N92,EGYPT    8,EGYPT,MIDDLE EAST,14-546-784-7145,AUTOMOBILE
4442,Customer#000004442,"5mt,4A8jOPbsQAbNCWPXg",GERMANY  5,GERMANY,EUROPE,17-699-724-2277,MACHINERY
4443,Customer#000004443,xJJKNe4Wnklyhom,GERMANY  2,GERMANY,EUROPE,17-919-800-3428,MACHINERY
4444,Customer#000004444,zBuxSfzu,EGYPT    0,EGYPT,MIDDLE EAST,14-466-940-8395,MACHINERY
4445,Customer#000004445,sxoobIqSfLI59,FRANCE   1,FRANCE,EUROPE,16-251-880-4794,MACHINERY
4446,Customer#000004446,La56IMvbSnPI3HrvG,EGYPT    1,EGYPT,MIDDLE EAST,14-355-330-5017,FURNITURE
4447,Customer#000004447,Nxvf0Yhww oTdYj f,INDONESIA3,INDONESIA,ASIA,19-440-219-1681,HOUSEHOLD
4448,Customer#000004448,",MgdhHVRMMXuKcsqoB9mA4m",CANADA   8,CANADA,AMERICA,13-889-847-1008,HOUSEHOLD
4449,Customer#000004449,NJJqgtM1BriKyrvswK,ARGENTINA0,ARGENTINA,AMERICA,11-678-359-5206,AUTOMOBILE
4450,Customer#000004450,"uN,QErYx2zE8c It NJVu",INDIA    8,INDIA,ASIA,18-597-602-3265,BUILDING
4451,Customer#000004451,Og5N0G2Z3wiKNpNo7wrjvn,CANADA   8,CANADA,AMERICA,13-908-944-7695,HOUSEHOLD
4452,Customer#000004452,5J7QahUlZ3wCMCD9,EGYPT    7,EGYPT,MIDDLE EAST,14-391-113-5656,MACHINERY
4453,Customer#000004453,Jk1UcNpFaiKZo5Jc74z9U,CANADA   0,CANADA,AMERICA,13-696-471-4900,FURNITURE
4454,Customer#000004454,E2Au2nAqhH9pcsh MwV2e,UNITED ST0,UNITED STATES,AMERICA,34-580-545-2550,AUTOMOBILE
4455,Customer#000004455,"ITppu5OXsxZIcyU8J,U",ARGENTINA4,ARGENTINA,AMERICA,11-348-918-8019,FURNITURE
4456,Customer#000004456,irkuvRnb6,VIETNAM  0,VIETNAM,ASIA,31-505-902-2449,BUILDING
4457,Customer#000004457,8oKW6pJFmNR,CANADA   7,CANADA,AMERICA,13-648-437-9352,MACHINERY
4458,Customer#000004458,YPivpMRi9EhiIR7,CHINA    3,CHINA,ASIA,28-533-563-2002,AUTOMOBILE
4459,Customer#000004459,b yLicG959XJHKC6wrcv,CHINA    8,CHINA,ASIA,28-537-250-3134,AUTOMOBILE
4460,Customer#000004460,"WCdy2t,LCBVCDNk,q8aYa",KENYA    1,KENYA,AFRICA,24-223-514-5877,BUILDING
4461,Customer#000004461,4NniNVyvzRht9MyHy,ETHIOPIA 9,ETHIOPIA,AFRICA,15-900-755-6818,AUTOMOBILE
4462,Customer#000004462,FfA1ZR,INDONESIA2,INDONESIA,ASIA,19-340-500-7239,HOUSEHOLD
4463,Customer#000004463,9e0kin646,ARGENTINA1,ARGENTINA,AMERICA,11-348-526-8986,AUTOMOBILE
4464,Customer#000004464,6y3zk73MP1kFEX7vVBw8,UNITED ST8,UNITED STATES,AMERICA,34-511-568-1181,FURNITURE
4465,Customer#000004465,SM3I3qIsWI,BRAZIL   4,BRAZIL,AMERICA,12-633-609-9551,HOUSEHOLD
4466,Customer#000004466,Kn6esQP5GVZ5T6a,IRAN     0,IRAN,MIDDLE EAST,20-581-834-4861,FURNITURE
4467,Customer#000004467,DwVZ73XfSqfN ,INDONESIA8,INDONESIA,ASIA,19-939-800-2174,HOUSEHOLD
4468,Customer#000004468,87zB9TsBeFLcFjwQmY,EGYPT    3,EGYPT,MIDDLE EAST,14-260-552-4666,HOUSEHOLD
4469,Customer#000004469,NVylQUdX4IdgAxH  5Z,PERU     9,PERU,AMERICA,27-567-366-8563,BUILDING
4470,Customer#000004470,4dykbFHkyYR7,IRAQ     8,IRAQ,MIDDLE EAST,21-247-930-8657,MACHINERY
4471,Customer#000004471,qymd rC,BRAZIL   7,BRAZIL,AMERICA,12-435-611-7410,MACHINERY
4472,Customer#000004472,VGJritQe1LvTVuja0aUs,SAUDI ARA2,SAUDI ARABIA,MIDDLE EAST,30-489-777-3769,BUILDING
4473,Customer#000004473,gx8uK9ilf,ARGENTINA5,ARGENTINA,AMERICA,11-520-168-8848,MACHINERY
4474,Customer#000004474,vzoLMhbi0pYjfApY,FRANCE   7,FRANCE,EUROPE,16-333-198-6455,HOUSEHOLD
4475,Customer#000004475,"YFJJLswly,JuYYhUBe",MOZAMBIQU5,MOZAMBIQUE,AFRICA,26-566-615-7683,BUILDING
4476,Customer#000004476,"CiJ,IrxslUoNg",EGYPT    8,EGYPT,MIDDLE EAST,14-677-440-4591,HOUSEHOLD
4477,Customer#000004477,pOrW4mP,CANADA   1,CANADA,AMERICA,13-852-721-5780,BUILDING
4478,Customer#000004478,jK5erru85,FRANCE   6,FRANCE,EUROPE,16-843-528-1622,FURNITURE
4479,Customer#000004479,RCAomQ330,UNITED ST2,UNITED STATES,AMERICA,34-796-807-4607,FURNITURE
4480,Customer#000004480,e35Z1 lgwlnghy9Arv,VIETNAM  2,VIETNAM,ASIA,31-385-945-2751,HOUSEHOLD
4481,Customer#000004481,oMTH3etJL059,MOZAMBIQU4,MOZAMBIQUE,AFRICA,26-580-349-7291,AUTOMOBILE
4482,Customer#000004482,dRoOTt442,JORDAN   0,JORDAN,MIDDLE EAST,23-849-121-7718,FURNITURE
4483,Customer#000004483,"QkvdX8EqtVPGC,",SAUDI ARA9,SAUDI ARABIA,MIDDLE EAST,30-267-211-3476,MACHINERY
4484,Customer#000004484,GjNPdSwe7x,ARGENTINA7,ARGENTINA,AMERICA,11-261-339-7412,HOUSEHOLD
4485,Customer#000004485,zr8ZjBLXnxWi0loaU,ARGENTINA3,ARGENTINA,AMERICA,11-582-776-7002,MACHINERY
4486,Customer#000004486,rSCkvIjcMwYkd,EGYPT    5,EGYPT,MIDDLE EAST,14-832-885-7620,FURNITURE
4487,Customer#000004487,bgxRQvFxm0VRty,MOZAMBIQU3,MOZAMBIQUE,AFRICA,26-691-570-4178,AUTOMOBILE
4488,Customer#000004488,u3bgFhl,SAUDI ARA4,SAUDI ARABIA,MIDDLE EAST,30-220-950-7368,HOUSEHOLD
4489,Customer#000004489,V3BjJEmfLreA5gpE,MOZAMBIQU4,MOZAMBIQUE,AFRICA,26-200-519-3046,BUILDING
4490,Customer#000004490,t8ozmXAkm 8VSU,EGYPT    7,EGYPT,MIDDLE EAST,14-629-973-7072,HOUSEHOLD
4491,Customer#000004491,WOkML0K,ALGERIA  1,ALGERIA,AFRICA,10-896-754-2175,HOUSEHOLD
4492,Customer#000004492,XbS92ZYvWGd,RUSSIA   6,RUSSIA,EUROPE,32-399-155-4547,FURNITURE
4493,Customer#000004493,Ajv6tgl,BRAZIL   2,BRAZIL,AMERICA,12-932-679-2826,MACHINERY
4494,Customer#000004494,ZQdUoazqypvb7FsGPp3,VIETNAM  6,VIETNAM,ASIA,31-944-917-5728,FURNITURE
4495,Customer#000004495,"q8cznakP6qE3qkPDNQ6r,t",SAUDI ARA3,SAUDI ARABIA,MIDDLE EAST,30-301-938-3935,HOUSEHOLD
4496,Customer#000004496,ycJ9cEdt2d2DG50,EGYPT    0,EGYPT,MIDDLE EAST,14-762-445-8411,FURNITURE
4497,Customer#000004497,grZpvvaE,INDONESIA5,INDONESIA,ASIA,19-383-794-6685,FURNITURE
4498,Customer#000004498,ZCaP3Vl8iTPANcxOZDUAQ,EGYPT    6,EGYPT,MIDDLE EAST,14-883-771-8351,FURNITURE
4499,Customer#000004499,"tzi,HhPvxwoyp",VIETNAM  4,VIETNAM,ASIA,31-295-847-6591,BUILDING
4500,Customer#000004500,APB iY9Xeb,ROMANIA  7,ROMANIA,EUROPE,29-748-407-5781,BUILDING
4501,Customer#000004501,XQE ZXvlDbrtRAdlUD0,CANADA   2,CANADA,AMERICA,13-481-614-4480,HOUSEHOLD
4502,Customer#000004502,QVAvqEFXuuQR dhCWV94i7,INDIA    2,INDIA,ASIA,18-928-213-4005,FURNITURE
4503,Customer#000004503,L64hDaYbdp74HZlnSG,CANADA   4,CANADA,AMERICA,13-548-426-7890,MACHINERY
4504,Customer#000004504,7l7PiS,EGYPT    1,EGYPT,MIDDLE EAST,14-352-745-8977,FURNITURE
4505,Customer#000004505,hwTgGrH BufAeJzrf,ALGERIA  9,ALGERIA,AFRICA,10-226-465-3143,BUILDING
4506,Customer#000004506,JiZEvZ,INDONESIA2,INDONESIA,ASIA,19-332-216-2718,AUTOMOBILE
4507,Customer#000004507,rRWARtsi8 NdKzX15g4dq,FRANCE   7,FRANCE,EUROPE,16-973-985-4835,BUILDING
4508,Customer#000004508,K0cKmBDnW17nAWdRbo,ETHIOPIA 0,ETHIOPIA,AFRICA,15-745-693-3574,BUILDING
4509,Customer#000004509,8zTdcfBiYh,BRAZIL   5,BRAZIL,AMERICA,12-252-136-3902,BUILDING
4510,Customer#000004510,g7Vgu9X8dF4RFBwDqu,MOROCCO  4,MOROCCO,AFRICA,25-398-711-6077,HOUSEHOLD
4511,Customer#000004511,r5hTeinEeqMIxgXN,KENYA    3,KENYA,AFRICA,24-347-504-7945,HOUSEHOLD
4512,Customer#000004512,"xfl3T6mv,N IB0,wdbRSo4aV",JORDAN   4,JORDAN,MIDDLE EAST,23-129-311-4228,BUILDING
4513,Customer#000004513,YkryTumvRohj6zd9MIb,INDONESIA6,INDONESIA,ASIA,19-959-727-6144,FURNITURE
4514,Customer#000004514,"HBi6Il9K,eSbYQ3IzSme",IRAN     8,IRAN,MIDDLE EAST,20-535-405-1190,FURNITURE
4515,Customer#000004515,K9M8xWsRz5FoCL9Vk,ARGENTINA8,ARGENTINA,AMERICA,11-575-144-9338,MACHINERY
4516,Customer#000004516,y3lVCVFlK6a,BRAZIL   5,BRAZIL,AMERICA,12-886-128-2850,FURNITURE
4517,Customer#000004517,"crt11qJemBxXYPn,JvS",FRANCE   7,FRANCE,EUROPE,16-463-156-4542,HOUSEHOLD
4518,Customer#000004518,G 8j3hyoLljehWkwa2Dok,GERMANY  2,GERMANY,EUROPE,17-735-825-4407,MACHINERY
4519,Customer#000004519,feMKY87lCbIt2p5u,ETHIOPIA 7,ETHIOPIA,AFRICA,15-217-989-3407,FURNITURE
4520,Customer#000004520,ZuqLIYcZV4 PY qMjUB,JAPAN    2,JAPAN,ASIA,22-500-731-4990,MACHINERY
4521,Customer#000004521,"pJRovDChbTDHZ,oFKUE9",VIETNAM  3,VIETNAM,ASIA,31-729-810-1196,FURNITURE
4522,Customer#000004522,"GVVklYt6XDaiA6,z15Ep",EGYPT    9,EGYPT,MIDDLE EAST,14-559-318-2822,BUILDING
4523,Customer#000004523,pCtMZ1nloKPDghvQKeD,VIETNAM  3,VIETNAM,ASIA,31-609-427-4210,HOUSEHOLD
4524,Customer#000004524,NKwpqDE Bxkc,MOROCCO  0,MOROCCO,AFRICA,25-522-510-5718,MACHINERY
4525,Customer#000004525,mnPyp7axA655DBBfOe,GERMANY  3,GERMANY,EUROPE,17-175-326-1392,BUILDING
4526,Customer#000004526," dPeH,6pMBWpVTPM4M",BRAZIL   8,BRAZIL,AMERICA,12-176-894-6080,BUILDING
4527,Customer#000004527,H3SkedQE68z,CANADA   6,CANADA,AMERICA,13-246-184-4459,BUILDING
4528,Customer#000004528,lAikjrl9sQ5jqnNGLbWx6Qtd,MOZAMBIQU5,MOZAMBIQUE,AFRICA,26-885-531-9923,AUTOMOBILE
4529,Customer#000004529,VsFDbxuf ,BRAZIL   7,BRAZIL,AMERICA,12-320-540-1748,BUILDING
4530,Customer#000004530,0l6Ijrr,ARGENTINA8,ARGENTINA,AMERICA,11-120-357-6869,FURNITURE
4531,Customer#000004531,5eZWKH,KENYA    5,KENYA,AFRICA,24-530-489-2283,AUTOMOBILE
4532,Customer#000004532,GUHQ7AuvyCZqqTixRwysFedx,ROMANIA  4,ROMANIA,EUROPE,29-160-366-8516,HOUSEHOLD
4533,Customer#000004533,3DSufUeTxO,KENYA    7,KENYA,AFRICA,24-406-335-3393,BUILDING
4534,Customer#000004534,6eCz1RcB,IRAN     9,IRAN,MIDDLE EAST,20-953-243-3006,FURNITURE
4535,Customer#000004535,N2DKX5lPXZwofilaCG5EH,CANADA   7,CANADA,AMERICA,13-809-553-9118,HOUSEHOLD
4536,Customer#000004536,zcsIYfY,MOROCCO  3,MOROCCO,AFRICA,25-879-396-9252,HOUSEHOLD
4537,Customer#000004537,0fS0ndT4EzmF60Tj,ROMANIA  1,ROMANIA,EUROPE,29-460-540-1007,MACHINERY
4538,Customer#000004538,iop2neeT,CANADA   5,CANADA,AMERICA,13-684-270-3565,MACHINERY
4539,Customer#000004539,ZDXNoYC,CANADA   3,CANADA,AMERICA,13-752-663-6538,FURNITURE
4540,Customer#000004540,"7,JDL3G0bpukEtq",FRANCE   9,FRANCE,EUROPE,16-797-851-7547,BUILDING
4541,Customer#000004541,SEiBUGwLHRJKnSzVASXxjG6,SAUDI ARA0,SAUDI ARABIA,MIDDLE EAST,30-366-805-8885,FURNITURE
4542,Customer#000004542,TNPYxOltONC,CHINA    0,CHINA,ASIA,28-922-944-5136,BUILDING
4543,Customer#000004543,VJoy4Ea6dytunetWg1SC2b,FRANCE   0,FRANCE,EUROPE,16-557-827-2095,MACHINERY
4544,Customer#000004544,r1sihWXUX0UGImVL0A,VIETNAM  3,VIETNAM,ASIA,31-145-165-8569,HOUSEHOLD
4545,Customer#000004545,O9nK46YfEMPrTs7Z3gDMBP,GERMANY  5,GERMANY,EUROPE,17-889-433-8778,BUILDING
4546,Customer#000004546,7cKsU8Tm,ALGERIA  2,ALGERIA,AFRICA,10-429-986-6069,MACHINERY
4547,Customer#000004547,diPnk11rzVKAEbHiPQmCIO,BRAZIL   3,BRAZIL,AMERICA,12-880-177-6145,AUTOMOBILE
4548,Customer#000004548,U72GWa4DVxGzsKFU8tPhilag,GERMANY  2,GERMANY,EUROPE,17-890-459-5999,HOUSEHOLD
4549,Customer#000004549,f3qb67D9Bti67Fdi05JI4og,JORDAN   5,JORDAN,MIDDLE EAST,23-191-261-2522,HOUSEHOLD
4550,Customer#000004550,1f1DslafshTSzheIO,UNITED ST9,UNITED STATES,AMERICA,34-566-587-6721,BUILDING
4551,Customer#000004551,0EDabVlCRl,IRAN     6,IRAN,MIDDLE EAST,20-692-441-6398,HOUSEHOLD
4552,Customer#000004552,4FrRYD27pxcu5892,JORDAN   1,JORDAN,MIDDLE EAST,23-339-133-4960,MACHINERY
4553,Customer#000004553,IZR0ydx,IRAQ     1,IRAQ,MIDDLE EAST,21-783-767-9719,HOUSEHOLD
4554,Customer#000004554," IeJZC9xpuryAg,yARMs42Y",RUSSIA   3,RUSSIA,EUROPE,32-426-986-2636,MACHINERY
4555,Customer#000004555,bZ59gPra,BRAZIL   6,BRAZIL,AMERICA,12-365-632-8637,FURNITURE
4556,Customer#000004556,l6VYk7zm dqywt53AGb8C7ex,UNITED KI7,UNITED KINGDOM,EUROPE,33-781-142-9699,AUTOMOBILE
4557,Customer#000004557,bc7DrHogT2Jg3n3WBr,JORDAN   9,JORDAN,MIDDLE EAST,23-204-288-1025,MACHINERY
4558,Customer#000004558,sa0OjGCQKRxY6Fco27a6 ,FRANCE   2,FRANCE,EUROPE,16-987-742-7398,HOUSEHOLD
4559,Customer#000004559,M4wpiB54RB,MOZAMBIQU5,MOZAMBIQUE,AFRICA,26-593-101-5132,FURNITURE
4560,Customer#000004560,"hLcWJDwoiX3 xy,vl5s3g",ALGERIA  6,ALGERIA,AFRICA,10-808-896-6049,MACHINERY
4561,Customer#000004561,ItXsbeKuauq33ei,JORDAN   5,JORDAN,MIDDLE EAST,23-130-746-1963,FURNITURE
4562,Customer#000004562,IwADuh8LiPE,IRAQ     4,IRAQ,MIDDLE EAST,21-204-270-8458,BUILDING
4563,Customer#000004563,8RUcTbyRF4A3,IRAN     4,IRAN,MIDDLE EAST,20-800-389-6605,FURNITURE
4564,Customer#000004564,"IsVHdy98EdIr,qGwv5",UNITED ST1,UNITED STATES,AMERICA,34-863-327-5717,HOUSEHOLD
4565,Customer#000004565,S0XJDo29iZ,VIETNAM  5,VIETNAM,ASIA,31-201-343-4761,BUILDING
4566,Customer#000004566,AuTMmiQBB5tlNv,PERU     0,PERU,AMERICA,27-727-443-9415,FURNITURE
4567,Customer#000004567,662enB4h8BoAeW42fWNtmj,EGYPT    9,EGYPT,MIDDLE EAST,14-303-556-9285,FURNITURE
4568,Customer#000004568,sIsiOiYxMM5DAc6,JAPAN    1,JAPAN,ASIA,22-603-614-7358,HOUSEHOLD
4569,Customer#000004569,ZaiPb1TZffcMF8JhDunB4n,JAPAN    5,JAPAN,ASIA,22-705-395-2239,FURNITURE
4570,Customer#000004570,R1vvjc,ETHIOPIA 9,ETHIOPIA,AFRICA,15-842-613-3608,AUTOMOBILE
4571,Customer#000004571,spdQlRPjh8bAsI,INDONESIA2,INDONESIA,ASIA,19-441-985-4325,AUTOMOBILE
4572,Customer#000004572,TwSdV 9sIfaIjWAdJVO,RUSSIA   7,RUSSIA,EUROPE,32-523-775-3919,BUILDING
4573,Customer#000004573,WTEi0zezRyQg2t,PERU     9,PERU,AMERICA,27-103-225-8470,HOUSEHOLD
4574,Customer#000004574,"4VZMaS94,b6zUrup",UNITED ST1,UNITED STATES,AMERICA,34-273-758-4177,BUILDING
4575,Customer#000004575,"T,wdUw0Dkc",JAPAN    4,JAPAN,ASIA,22-573-253-3555,AUTOMOBILE
4576,Customer#000004576,AErm5xZ3S5rroQZFjdyPG,IRAQ     0,IRAQ,MIDDLE EAST,21-576-219-6622,AUTOMOBILE
4577,Customer#000004577,"Xrsd,fGJBzv",JAPAN    3,JAPAN,ASIA,22-140-289-4254,HOUSEHOLD
4578,Customer#000004578,k4UKuhvsONAhoZzFoOoikz,ETHIOPIA 0,ETHIOPIA,AFRICA,15-891-125-5437,HOUSEHOLD
4579,Customer#000004579,YicEVv97snZrcpn5F7,ALGERIA  2,ALGERIA,AFRICA,10-596-949-1797,FURNITURE
4580,Customer#000004580,qXPuZljCxh,CANADA   9,CANADA,AMERICA,13-979-602-8752,MACHINERY
4581,Customer#000004581,",Z9pAqyZcMN",IRAN     3,IRAN,MIDDLE EAST,20-961-635-4852,FURNITURE
4582,Customer#000004582,9SMQjc58UfVNaUyfD12jbyI,KENYA    7,KENYA,AFRICA,24-833-749-2346,MACHINERY
4583,Customer#000004583,kMu29JdDuFv5JihnOy4b2Sv,IRAQ     0,IRAQ,MIDDLE EAST,21-473-859-8671,HOUSEHOLD
4584,Customer#000004584,MO1S1Zf3XpjrpUDuJg4UF0v,JAPAN    1,JAPAN,ASIA,22-517-299-6334,AUTOMOBILE
4585,Customer#000004585,QmYq1xZSBe,UNITED ST0,UNITED STATES,AMERICA,34-265-912-6921,AUTOMOBILE
4586,Customer#000004586,"kveI0X13T d,NzVnFSy",CANADA   4,CANADA,AMERICA,13-133-879-6544,MACHINERY
4587,Customer#000004587,jeh6o1h2lmqb36JIVG,UNITED ST5,UNITED STATES,AMERICA,34-898-403-2353,MACHINERY
4588,Customer#000004588,wTW3Lq1Rypg7Hod,UNITED KI8,UNITED KINGDOM,EUROPE,33-528-527-6991,FURNITURE
4589,Customer#000004589,xQxxXiEJX8l8rY3VaDv,GERMANY  5,GERMANY,EUROPE,17-226-589-1474,BUILDING
4590,Customer#000004590,"lwEGortEwJb0MC,eb",SAUDI ARA9,SAUDI ARABIA,MIDDLE EAST,30-989-598-9136,HOUSEHOLD
